Repo_id,URL,VAG,AWS,AZ,PUP,TF/OT,SS,PUL,BIC,DOCK,CHEF,GOOG,KUB,validated_files
claranet_spryker-demoshop,https://github.com/claranet/spryker-demoshop,0,0,0,0,0,0,0,0,1,0,0,0,
nocproject_noc,https://github.com/nocproject/noc,0,0,0,0,0,0,0,0,1,0,0,0,
MaharaProject_mahara,https://github.com/MaharaProject/mahara,0,0,0,0,0,0,0,0,1,0,0,0,
mirumee_saleor,https://github.com/mirumee/saleor,0,0,0,0,0,0,0,0,1,0,0,0,
cfpb_hmda-platform,https://github.com/cfpb/hmda-platform,0,0,0,0,0,0,0,0,1,0,0,1,
superdesk_superdesk,https://github.com/superdesk/superdesk,0,0,0,0,0,0,0,0,1,0,0,0,
EGroupware_egroupware,https://github.com/EGroupware/egroupware,0,0,0,0,0,0,0,0,1,0,0,0,
mozilla-bteam_bmo,https://github.com/mozilla-bteam/bmo,0,0,0,0,0,0,0,0,1,0,0,0,
golastmile_rasa_nlu,https://github.com/golastmile/rasa_nlu,0,0,0,0,0,0,0,0,1,0,0,0,
taskcluster_taskcluster,https://github.com/taskcluster/taskcluster,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\taskcluster_taskcluster\workers\docker-worker\Vagrantfile
samvera_hyrax,https://github.com/samvera/hyrax,0,0,0,0,0,0,0,0,1,0,0,0,
milvus-io_milvus,https://github.com/milvus-io/milvus,0,0,0,0,0,0,0,0,1,0,0,1,
daos-stack_daos,https://github.com/daos-stack/daos,0,0,0,0,0,0,0,0,1,0,0,0,
weseek_growi,https://github.com/weseek/growi,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\weseek_growi\apps\app\docker\codebuild\codebuild.tf
onap_clamp,https://github.com/onap/clamp,0,0,0,0,0,0,0,0,1,0,0,0,
4teamwork_opengever.core,https://github.com/4teamwork/opengever.core,0,0,0,0,0,0,0,0,1,0,0,0,
codalab_codalab-competitions,https://github.com/codalab/codalab-competitions,0,0,0,0,0,0,0,0,1,0,0,0,
pravega_pravega,https://github.com/pravega/pravega,0,0,0,0,0,0,0,0,1,0,0,0,
sillsdev_web-languageforge,https://github.com/sillsdev/web-languageforge,0,0,0,0,0,0,0,0,1,0,0,0,
mesosphere_marathon,https://github.com/mesosphere/marathon,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\mesosphere_marathon\tests\jepsen\Vagrantfile
rucio_rucio,https://github.com/rucio/rucio,0,0,0,0,0,0,0,0,1,0,0,0,
MarkUsProject_Markus,https://github.com/MarkUsProject/Markus,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\MarkUsProject_Markus\Vagrantfile
onap_multicloud-k8s,https://github.com/onap/multicloud-k8s,1,0,0,0,0,0,0,0,1,0,0,1,C:\Users\camyi\onap_multicloud-k8s\kud\hosting_providers\containerized\testing\Vagrantfile
poanetwork_blockscout,https://github.com/poanetwork/blockscout,0,0,0,0,0,0,0,0,1,0,0,0,
hyperledger_besu,https://github.com/hyperledger/besu,0,0,0,0,0,0,0,0,1,0,0,0,
alchemy-fr_Phraseanet,https://github.com/alchemy-fr/Phraseanet,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\alchemy-fr_Phraseanet\Vagrantfile
ovh_cds,https://github.com/ovh/cds,0,0,0,0,0,0,0,0,1,0,0,0,
wellcometrust_wellcomecollection.org,https://github.com/wellcometrust/wellcomecollection.org,0,1,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\wellcometrust_wellcomecollection.org\.gitbook.yml;C:\Users\camyi\wellcometrust_wellcomecollection.org\assets\terraform\versions.tf
bcgov_moh-prime,https://github.com/bcgov/moh-prime,0,0,0,0,0,0,0,0,1,0,0,1,
scalingpythonml_scalingpythonml.github.io,https://github.com/scalingpythonml/scalingpythonml.github.io,0,0,0,0,0,0,0,0,1,0,0,0,
dockersamples_example-voting-app,https://github.com/dockersamples/example-voting-app,0,0,0,0,0,0,0,0,1,0,0,0,
openstates_openstates-scrapers,https://github.com/openstates/openstates-scrapers,0,0,0,0,0,0,0,0,1,0,0,0,
virtualcell_vcell,https://github.com/virtualcell/vcell,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\virtualcell_vcell\docker\build\singularity-vm\Vagrantfile
hummingbird-me_kitsu-tools,https://github.com/hummingbird-me/kitsu-tools,0,0,0,0,0,0,0,0,1,0,0,0,
sandialabs_scot,https://github.com/sandialabs/scot,0,0,0,0,0,0,0,0,1,0,0,0,
cortexproject_cortex,https://github.com/cortexproject/cortex,0,0,0,0,0,0,0,1,1,0,0,1,C:\Users\camyi\cortexproject_cortex\vendor\github.com\Azure\azure-sdk-for-go\sdk\azidentity\test-resources.bicep
fedspendingtransparency_usaspending-api,https://github.com/fedspendingtransparency/usaspending-api,0,0,0,0,0,0,0,0,1,0,0,0,
jenkins-x_jx-docs,https://github.com/jenkins-x/jx-docs,0,0,0,0,0,0,0,0,1,0,0,0,
DFE-Digital_apply-for-teacher-training,https://github.com/DFE-Digital/apply-for-teacher-training,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\DFE-Digital_apply-for-teacher-training\jmeter\variables.tf
apache_kudu,https://github.com/apache/kudu,0,0,0,0,0,0,0,0,1,0,0,0,
lsst_qserv,https://github.com/lsst/qserv,0,0,0,0,0,0,0,0,1,0,0,0,
adorsys_xs2a,https://github.com/adorsys/xs2a,0,0,0,0,0,0,0,0,1,0,0,0,
hmcts_ccpay-payment-app,https://github.com/hmcts/ccpay-payment-app,0,0,1,0,1,0,0,0,1,0,0,0,C:\Users\camyi\hmcts_ccpay-payment-app\infrastructure\template\api.json;C:\Users\camyi\hmcts_ccpay-payment-app\infrastructure\provider.tf
planetarium_NineChronicles,https://github.com/planetarium/NineChronicles,0,0,0,0,0,0,0,0,1,0,0,0,
hotosm_tasking-manager,https://github.com/hotosm/tasking-manager,0,0,0,0,0,0,0,0,1,0,0,0,
mayan-edms_Mayan-EDMS,https://github.com/mayan-edms/Mayan-EDMS,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\mayan-edms_Mayan-EDMS\vagrant\Vagrantfile
letsencrypt_boulder,https://github.com/letsencrypt/boulder,0,0,0,0,0,0,0,0,1,0,0,0,
jeff1evesque_machine-learning,https://github.com/jeff1evesque/machine-learning,0,0,0,1,0,0,0,0,1,0,0,0,C:\Users\camyi\jeff1evesque_machine-learning\puppet\environment\docker\modules\mariadb\manifests\bindings.pp
byran_web,https://github.com/byran/web,0,0,0,0,0,0,0,0,1,0,0,0,
avalonmediasystem_avalon,https://github.com/avalonmediasystem/avalon,0,0,0,0,0,0,0,0,1,0,0,0,
raster-foundry_raster-foundry,https://github.com/raster-foundry/raster-foundry,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\raster-foundry_raster-foundry\Vagrantfile
collinbarrett_FilterLists,https://github.com/collinbarrett/FilterLists,0,0,0,0,0,0,0,0,0,0,0,0,
OpenDSA_OpenDSA,https://github.com/OpenDSA/OpenDSA,0,0,0,0,0,0,0,0,1,0,0,0,
alephdata_aleph,https://github.com/alephdata/aleph,0,0,0,0,0,0,0,0,1,0,0,1,
owncloud_phoenix,https://github.com/owncloud/phoenix,0,0,0,0,0,0,0,0,1,0,0,0,
czcorpus_kontext,https://github.com/czcorpus/kontext,0,0,0,0,0,0,0,0,1,0,0,0,
stoqs_stoqs,https://github.com/stoqs/stoqs,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\stoqs_stoqs\Vagrantfile
amazeeio_lagoon,https://github.com/amazeeio/lagoon,0,0,0,0,0,0,0,0,1,0,0,0,
DataDog_dd-trace-py,https://github.com/DataDog/dd-trace-py,0,0,0,0,0,0,0,0,1,0,0,0,
fedspendingtransparency_data-act-broker-backend,https://github.com/fedspendingtransparency/data-act-broker-backend,0,0,0,0,0,0,0,0,1,0,0,0,
matter-labs_zksync,https://github.com/matter-labs/zksync,0,0,0,0,0,0,0,0,1,0,0,0,
3scale_porta,https://github.com/3scale/porta,0,0,0,0,0,0,0,0,1,0,0,0,
palletone_go-palletone,https://github.com/palletone/go-palletone,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\palletone_go-palletone\vendor\github.com\elastic\gosigar\Vagrantfile
FarmBot_Farmbot-Web-App,https://github.com/FarmBot/Farmbot-Web-App,0,0,0,0,0,0,0,0,1,0,0,0,
coopcycle_coopcycle-web,https://github.com/coopcycle/coopcycle-web,0,0,0,0,0,0,0,0,1,0,0,0,
eclipse_kapua,https://github.com/eclipse/kapua,0,0,0,0,0,0,0,0,1,0,0,0,
smrealms_smr,https://github.com/smrealms/smr,0,0,0,0,0,0,0,0,1,0,0,0,
omisego_elixir-omg,https://github.com/omisego/elixir-omg,0,0,0,0,0,0,0,0,1,0,0,0,
rust-lang_crates.io,https://github.com/rust-lang/crates.io,0,0,0,0,0,0,0,0,1,0,0,0,
deviantony_docker-elk,https://github.com/deviantony/docker-elk,0,0,0,0,0,0,0,0,1,0,0,0,
confluentinc_examples,https://github.com/confluentinc/examples,0,0,0,0,0,0,0,0,1,0,0,0,
hashicorp_waypoint,https://github.com/hashicorp/waypoint,0,0,0,0,0,0,0,0,1,0,1,0,
tmtsoftware_csw,https://github.com/tmtsoftware/csw,0,0,0,0,0,0,0,0,1,0,0,0,
akka_alpakka,https://github.com/akka/alpakka,0,0,0,0,0,0,0,0,1,0,0,0,
comic_grand-challenge.org,https://github.com/comic/grand-challenge.org,0,0,0,0,0,0,0,0,1,0,0,0,
skywatch-jtv_agile-lorawan-support,https://github.com/skywatch-jtv/agile-lorawan-support,0,0,0,0,0,0,0,0,1,0,0,0,
bcgov_jag-file-submission,https://github.com/bcgov/jag-file-submission,0,0,0,0,0,0,0,0,1,0,0,0,
prisma_prisma-engines,https://github.com/prisma/prisma-engines,0,0,0,0,0,0,0,0,1,0,0,0,
hmcts_tribunals-case-api,https://github.com/hmcts/tribunals-case-api,0,0,0,0,1,0,0,0,1,0,0,0,
andryyy_mailcow-dockerized,https://github.com/andryyy/mailcow-dockerized,0,0,0,0,0,0,0,0,1,0,0,0,
Solinea_goldstone-server,https://github.com/Solinea/goldstone-server,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\Solinea_goldstone-server\rpm_packaging\Vagrantfile
MTG_freesound,https://github.com/MTG/freesound,0,0,0,0,0,0,0,0,1,0,0,0,
FightPandemics_FightPandemics,https://github.com/FightPandemics/FightPandemics,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\FightPandemics_FightPandemics\services\notification\deploy\main.tf
CaliOpen_Caliopen,https://github.com/CaliOpen/Caliopen,0,0,0,0,0,0,0,0,1,0,0,0,
creativesoftwarefdn_weaviate,https://github.com/creativesoftwarefdn/weaviate,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\creativesoftwarefdn_weaviate\test\benchmark\remote\terraform\main.tf
eHealthAfrica_aether,https://github.com/eHealthAfrica/aether,0,0,0,0,0,0,0,0,1,0,0,0,
ministryofjustice_opg-use-an-lpa,https://github.com/ministryofjustice/opg-use-an-lpa,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\ministryofjustice_opg-use-an-lpa\terraform\account\autoscaling_role.tf
appwrite_appwrite,https://github.com/appwrite/appwrite,0,0,0,0,0,0,0,0,1,0,0,0,
harvard-lil_capstone,https://github.com/harvard-lil/capstone,0,0,0,0,0,0,0,0,1,0,0,0,
EOL_eol_website,https://github.com/EOL/eol_website,0,0,0,0,0,0,0,0,1,0,0,0,
nymtech_nym,https://github.com/nymtech/nym,0,0,0,0,0,0,0,0,1,0,0,0,
bugsnag_bugsnag-js,https://github.com/bugsnag/bugsnag-js,0,0,0,0,0,0,0,0,1,0,0,0,
astarte-platform_astarte,https://github.com/astarte-platform/astarte,0,0,0,0,0,0,0,0,1,0,0,0,
remp2020_remp,https://github.com/remp2020/remp,0,1,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\remp2020_remp\.gitlab-ci.yml
CovenantSQL_CovenantSQL,https://github.com/CovenantSQL/CovenantSQL,0,0,0,0,0,0,0,0,1,0,0,0,
jpetazzo_container.training,https://github.com/jpetazzo/container.training,1,1,0,0,1,0,0,0,1,0,0,1,C:\Users\camyi\jpetazzo_container.training\prepare-local\Vagrantfile;C:\Users\camyi\jpetazzo_container.training\k8s\ytt\8-library\app.yaml;C:\Users\camyi\jpetazzo_container.training\prepare-labs\terraform\many-kubernetes\providers.tf
microservices-demo_front-end,https://github.com/microservices-demo/front-end,0,0,0,0,0,0,0,0,1,0,0,0,
RedHatInsights_vmaas,https://github.com/RedHatInsights/vmaas,0,0,0,0,0,0,0,0,1,0,0,1,
dainst_cilantro,https://github.com/dainst/cilantro,0,0,0,0,0,0,0,0,1,0,0,0,
hypertrace_hypertrace-service,https://github.com/hypertrace/hypertrace-service,0,0,0,0,0,0,0,0,1,0,0,0,
moira-alert_moira,https://github.com/moira-alert/moira,0,0,0,0,0,0,0,0,1,0,0,0,
HubSpot_Baragon,https://github.com/HubSpot/Baragon,0,0,0,0,0,0,0,0,1,0,0,0,
DaisukeHirata_express-typescript-openapi3,https://github.com/DaisukeHirata/express-typescript-openapi3,0,1,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\DaisukeHirata_express-typescript-openapi3\image-resizer-service\.serverless\cloudformation-template-create-stack.json
wazo-platform_wazo-auth,https://github.com/wazo-platform/wazo-auth,0,0,0,0,0,0,0,0,1,0,0,0,
nextcloud_docker,https://github.com/nextcloud/docker,0,0,0,0,0,0,0,0,1,0,0,0,
ProjectEKA_consent-manager,https://github.com/ProjectEKA/consent-manager,0,0,0,0,0,0,0,0,1,0,0,0,
digirati-co-uk_madoc-platform,https://github.com/digirati-co-uk/madoc-platform,0,0,0,0,0,0,0,0,1,0,0,0,
wazo-platform_wazo-calld,https://github.com/wazo-platform/wazo-calld,0,0,0,0,0,0,0,0,1,0,0,0,
cyber-dojo_runner,https://github.com/cyber-dojo/runner,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\cyber-dojo_runner\deployment\terraform\data.tf
topcoder-platform_tc-project-service,https://github.com/topcoder-platform/tc-project-service,0,0,0,0,0,0,0,0,1,0,0,0,
ikemtz_Nurser,https://github.com/ikemtz/Nurser,0,0,0,0,0,0,0,0,1,0,0,0,
MAIF_izanami,https://github.com/MAIF/izanami,0,0,0,0,0,0,0,0,1,0,0,0,
RasaHQ_rasa-sdk,https://github.com/RasaHQ/rasa-sdk,0,0,0,0,0,0,0,0,1,0,0,0,
Greenstand_treetracker-admin,https://github.com/Greenstand/treetracker-admin,0,0,0,0,0,0,0,0,1,0,0,0,
SoftwareAG_sagdevops-templates,https://github.com/SoftwareAG/sagdevops-templates,0,0,0,0,0,0,0,0,1,0,0,0,
gnosis_safe-transaction-service,https://github.com/gnosis/safe-transaction-service,0,0,0,0,0,0,0,0,1,0,0,0,
overture-stack_score,https://github.com/overture-stack/score,0,0,0,0,0,0,0,0,1,0,0,0,
HBPMedical_mip-deployment,https://github.com/HBPMedical/mip-deployment,0,0,0,0,0,0,0,0,1,0,0,0,
Combitech_codefarm,https://github.com/Combitech/codefarm,0,0,0,0,0,0,0,0,1,0,0,0,
shopgate_connect-integration-sdk,https://github.com/shopgate/connect-integration-sdk,0,0,0,0,0,0,0,0,1,0,0,0,
piomin_sample-spring-microservices,https://github.com/piomin/sample-spring-microservices,0,0,0,0,0,0,0,0,1,0,0,0,
hobbit-project_platform,https://github.com/hobbit-project/platform,0,0,0,0,0,0,0,0,1,0,0,0,
OpenLMIS_openlmis-ref-distro,https://github.com/OpenLMIS/openlmis-ref-distro,0,0,0,0,0,0,0,0,1,0,0,0,
OADA_oada-srvc-docker,https://github.com/OADA/oada-srvc-docker,0,0,0,0,0,0,0,0,1,0,0,1,
moondev_million-song-library,https://github.com/moondev/million-song-library,0,0,0,0,0,0,0,0,1,0,0,0,
lblod_app-demo-editor,https://github.com/lblod/app-demo-editor,0,0,0,0,0,0,0,0,1,0,0,0,
Engineering-Research-and-Development_true-connector-execution_core_container,https://github.com/Engineering-Research-and-Development/true-connector-execution_core_container,0,0,0,0,0,0,0,0,1,0,0,0,
cuappdev_ithaca-transit-backend,https://github.com/cuappdev/ithaca-transit-backend,0,0,0,0,0,0,0,0,1,0,0,0,
EMSL-MSC_pacifica-upload-status,https://github.com/EMSL-MSC/pacifica-upload-status,0,0,0,0,0,0,0,0,1,0,0,0,
pelias_docker,https://github.com/pelias/docker,0,0,0,0,0,0,0,0,1,0,0,0,
Viveckh_Veniqa,https://github.com/Viveckh/Veniqa,0,0,0,0,0,0,0,0,1,0,0,0,
savantly-net_sprout-platform,https://github.com/savantly-net/sprout-platform,0,0,0,0,0,0,0,0,1,0,0,0,
theparanoids_ashirt-server,https://github.com/theparanoids/ashirt-server,0,0,0,0,0,0,0,0,1,0,0,0,
FAForever_faf-stack,https://github.com/FAForever/faf-stack,0,0,0,0,0,0,0,0,1,0,0,0,
sorry-cypress_sorry-cypress,https://github.com/sorry-cypress/sorry-cypress,0,1,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\sorry-cypress_sorry-cypress\cloudformation\sorry-cypress-advanced-deployment.yml
firezone_firezone,https://github.com/firezone/firezone,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\firezone_firezone\terraform\environments\performance\variables.tf
cygnusb2b_radix,https://github.com/cygnusb2b/radix,0,0,0,0,0,0,0,0,1,0,0,0,
tisboyo_Twitch_Bot,https://github.com/tisboyo/Twitch_Bot,0,0,0,0,0,0,0,0,1,0,0,0,
pagarme_superbowleto,https://github.com/pagarme/superbowleto,0,0,0,0,0,0,0,0,1,0,0,0,
globocom_vault,https://github.com/globocom/vault,0,0,0,0,0,0,0,0,1,0,0,0,
checkr_flagr,https://github.com/checkr/flagr,0,0,0,0,0,0,0,0,1,0,0,0,
somleng_somleng-project,https://github.com/somleng/somleng-project,0,0,0,0,1,0,0,0,1,0,0,0,C:\Users\camyi\somleng_somleng-project\infrastructure\somleng\aws_activate_1\bootstrap\iam_users.tf
codefordc_dc-campaign-finance-watch,https://github.com/codefordc/dc-campaign-finance-watch,0,0,0,0,0,0,0,0,1,0,0,0,
instedd_oasis,https://github.com/instedd/oasis,0,0,0,0,0,0,0,0,1,0,0,0,
TheRestartProject_RepairDirectory,https://github.com/TheRestartProject/RepairDirectory,0,0,0,0,0,0,0,0,1,0,0,0,
zeeguu-ecosystem_Zeeguu-API,https://github.com/zeeguu-ecosystem/Zeeguu-API,0,0,0,0,0,0,0,0,1,0,0,0,
uavaustin_orchestra,https://github.com/uavaustin/orchestra,0,0,0,0,0,0,0,0,1,0,0,0,
lidarr_LidarrAPI.Metadata,https://github.com/lidarr/LidarrAPI.Metadata,0,0,0,0,0,0,0,0,1,0,0,0,
lightninglabs_loop,https://github.com/lightninglabs/loop,0,0,0,0,0,0,0,0,1,0,0,0,
zavada-sergey_TradeUnionCommittee.Web.App,https://github.com/zavada-sergey/TradeUnionCommittee.Web.App,0,0,0,0,0,0,0,0,1,0,0,0,
CodelyTV_php-ddd-example,https://github.com/CodelyTV/php-ddd-example,0,0,0,0,0,0,0,0,1,0,0,0,
interlay_polkabtc-js,https://github.com/interlay/polkabtc-js,0,0,0,0,0,0,0,0,1,0,0,0,
FudanSELab_train-ticket,https://github.com/FudanSELab/train-ticket,0,0,0,0,0,0,0,0,1,0,0,1,
bcgov_von-bc-registries,https://github.com/bcgov/von-bc-registries,0,0,0,0,0,0,0,0,1,0,0,0,
Donders-Institute_streamer,https://github.com/Donders-Institute/streamer,0,0,0,0,0,0,0,0,1,0,0,0,
networknt_light-config-test,https://github.com/networknt/light-config-test,0,0,0,0,0,0,0,0,1,0,0,1,
dojot_docker-compose,https://github.com/dojot/docker-compose,0,0,0,0,0,0,0,0,1,0,0,0,
sagikazarmark_modern-go-application,https://github.com/sagikazarmark/modern-go-application,0,0,0,0,0,0,0,0,1,0,0,0,
Cingulara_openrmf-docs,https://github.com/Cingulara/openrmf-docs,0,0,0,0,0,0,0,0,1,0,0,1,
OpenCodeFoundation_eSchool,https://github.com/OpenCodeFoundation/eSchool,0,0,0,0,0,0,0,0,1,0,0,0,
sflpro_notifier,https://github.com/sflpro/notifier,0,0,0,0,0,0,0,0,1,0,0,0,
Netflix_mantis,https://github.com/Netflix/mantis,0,0,0,0,0,0,0,0,0,0,0,0,
SasanLabs_VulnerableApp,https://github.com/SasanLabs/VulnerableApp,0,0,0,0,0,0,0,0,1,0,0,0,
barcus_bareos,https://github.com/barcus/bareos,0,0,0,0,0,0,0,0,1,0,0,0,
opensanca_opensanca_jobs,https://github.com/opensanca/opensanca_jobs,0,0,0,0,0,0,0,0,1,0,0,0,
ivanpaulovich_clean-architecture-manga,https://github.com/ivanpaulovich/clean-architecture-manga,0,0,0,0,0,0,0,0,1,0,0,0,
StackStorm_st2-docker,https://github.com/StackStorm/st2-docker,0,0,0,0,0,0,0,0,1,0,0,0,
big-data-europe_docker-hadoop,https://github.com/big-data-europe/docker-hadoop,0,0,0,0,0,0,0,0,1,0,0,0,
microsoft_kafka-connect-cosmosdb,https://github.com/microsoft/kafka-connect-cosmosdb,0,0,0,0,0,0,0,0,1,0,0,0,
mwinteringham_restful-booker-platform,https://github.com/mwinteringham/restful-booker-platform,0,0,0,0,0,0,0,0,1,0,0,1,
HotMaps_Hotmaps-toolbox-service,https://github.com/HotMaps/Hotmaps-toolbox-service,0,0,0,0,0,0,0,0,1,0,0,0,
grin-pool_grin-pool,https://github.com/grin-pool/grin-pool,0,0,0,0,0,0,0,0,1,0,0,0,
pyaiot_pyaiot,https://github.com/pyaiot/pyaiot,0,0,0,0,0,0,0,0,1,0,0,0,
chaoss_grimoirelab,https://github.com/chaoss/grimoirelab,0,0,0,0,0,0,0,0,1,0,0,0,
dpukhkaiev_BRISE2,https://github.com/dpukhkaiev/BRISE2,0,0,0,0,0,0,0,0,1,0,0,0,
keep-network_local-setup,https://github.com/keep-network/local-setup,1,0,0,0,0,0,0,0,1,0,0,0,C:\Users\camyi\keep-network_local-setup\deployments\local-setup-instance\Vagrantfile
tinkerbell_boots,https://github.com/tinkerbell/boots,0,0,0,0,0,0,0,0,1,0,0,0,
BuoyantIO_emojivoto,https://github.com/BuoyantIO/emojivoto,0,0,0,0,0,0,0,0,1,0,0,1,
ems-project_elasticms,https://github.com/ems-project/elasticms,0,0,0,0,0,0,0,0,1,0,0,0,
vietnam-devs_coolstore-microservices,https://github.com/vietnam-devs/coolstore-microservices,0,0,0,0,0,0,0,1,1,0,0,1,C:\Users\camyi\vietnam-devs_coolstore-microservices\deploys\bicep\main.bicep
OpenLiberty_liberty-bikes,https://github.com/OpenLiberty/liberty-bikes,0,0,0,0,0,0,0,0,1,0,0,0,
mozilla-conduit_lando-api,https://github.com/mozilla-conduit/lando-api,0,0,0,0,0,0,0,0,1,0,0,0,
tshuck_musicbox-api,https://github.com/tshuck/musicbox-api,0,0,0,0,0,0,0,0,1,0,0,0,
bcgov_EDUC-ECAS,https://github.com/bcgov/EDUC-ECAS,0,0,0,0,0,0,0,0,1,0,0,0,
camba1_gotemp,https://github.com/camba1/gotemp,0,0,0,0,0,0,0,0,1,0,0,0,
CIMonitor_CIMonitor,https://github.com/CIMonitor/CIMonitor,0,0,0,0,0,0,0,0,1,0,0,0,
mikesplain_openvas-docker,https://github.com/mikesplain/openvas-docker,0,0,0,0,0,0,0,0,1,0,0,0,
